customer_id,account_number,full_name,gender,age,customer_segment,subsidiary_name,country,branch_code,regulator,account_type,account_status,currency,account_balance_local,account_balance_usd,loan_status,loan_amount_local,loan_amount_usd,credit_score_bucket,kyc_status,phone_number,onboarding_date,tenure_months,last_transaction_date,monthly_txn_count,primary_channel,digital_engagement_score,mobile_wallet_linked,agent_banking_used,insurance_policy_held,nps_category
EGH-UG-40844227,UG7712171725,Alexander Jones,Male,40,Retail – Affluent,Equity Bank Uganda Limited,Uganda,UG-BR042,Bank of Uganda,Current Account,Active,UGX,0.0,0.0,Non-Performing,4326728.26,1138.61,Poor (300-579),Fully Verified,+256779029605,2017-09-24,87,2024-07-25,52,Mobile App (EazzyBanking),82,No,Yes,No,Promoter
EGH-KE-60021373,KE7195036870,Damien Rees,Male,43,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR037,Central Bank of Kenya,Current Account,Active,KES,48397.88,373.73,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254716553030,2020-04-29,56,2024-12-19,21,Branch,37,Yes,No,No,Passive
EGH-CD-25951194,CD7819933684,Christopher Edwards,Male,59,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR025,Banque Centrale du Congo,Savings Account,Active,CDF,42612.43,15.22,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+243759939249,2020-10-22,50,2024-01-13,56,Mobile App (EazzyBanking),77,Yes,Yes,Yes,Promoter
EGH-RW-18162587,RW2967044778,Katy Griffiths,Female,73,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR043,National Bank of Rwanda,Mobile Savings (EazzyBanking),Active,RWF,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+250775082602,2015-03-11,117,2023-04-26,15,Equitel MVNO,81,No,No,No,Detractor
EGH-KE-71028464,KE1888409444,Natasha Hussain,Female,61,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR026,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254777381548,2018-10-19,74,2024-03-11,44,Agent Banking,31,Yes,Yes,No,Promoter
EGH-KE-98756516,KE2451327621,Pamela Davies,Female,47,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR007,Central Bank of Kenya,Savings Account,Closed,KES,0.0,0.0,Active Loan,24102.44,186.12,Fair (580-669),Fully Verified,+254777495182,2013-03-03,141,2024-04-26,0,ATM,46,Yes,No,No,Detractor
EGH-KE-86140679,KE8278761852,Beverley Simpson,Female,39,Microfinance,Equity Bank Kenya Limited,Kenya,KE-BR026,Central Bank of Kenya,Business Account,Active,KES,1981.83,15.3,Active Loan,48586.61,375.19,Fair (580-669),Fully Verified,+254733125304,2021-03-16,45,2023-01-17,71,Branch,28,No,No,No,Promoter
EGH-RW-62529564,RW9604569243,Olivia Slater,Female,68,Government / Parastatal,Equity Bank Rwanda Limited,Rwanda,RW-BR034,National Bank of Rwanda,Savings Account,Active,RWF,16053950.27,12254.92,Active Loan,1881404.46,1436.19,Very Good (740-799),Partial KYC,+250756471498,2011-01-21,167,2024-10-10,50,Equitel MVNO,64,No,No,No,Promoter
EGH-KE-13622836,KE9431450643,Gillian Hargreaves,Female,50,SME,Equity Bank Kenya Limited,Kenya,KE-BR013,Central Bank of Kenya,Savings Account,Active,KES,1133438.35,8752.42,Fully Repaid,11475486.8,88613.8,Good (670-739),Fully Verified,+254711894716,2011-05-22,163,2023-02-27,11,Agent Banking,10,Yes,Yes,No,Passive
EGH-KE-98917394,KE1115527533,Andrew Bell,Male,39,Government / Parastatal,Equity Bank Kenya Limited,Kenya,KE-BR048,Central Bank of Kenya,Fixed Deposit,Active,KES,99200063.68,766023.66,No Loan,0.0,0.0,Good (670-739),Pending Review,+254702375955,2022-01-02,35,2023-12-12,2,Mobile App (EazzyBanking),70,Yes,Yes,No,Promoter
EGH-KE-50466941,KE9955643507,Thomas Young,Male,59,SME,Equity Bank Kenya Limited,Kenya,KE-BR037,Central Bank of Kenya,Business Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254702780761,2012-04-25,152,2023-08-26,34,Agent Banking,34,Yes,Yes,No,Passive
EGH-SS-36069691,SS8978769909,Leonard James,Male,36,Government / Parastatal,Equity Bank South Sudan Limited,South Sudan,SS-BR033,Bank of South Sudan,Current Account,Active,SSP,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+211790378260,2014-11-30,121,2023-07-31,33,ATM,36,Yes,No,No,Passive
EGH-TZ-90323891,TZ2789645116,Toby West,Male,62,NGO / Non-profit,Equity Bank Tanzania Limited,Tanzania,TZ-BR016,Bank of Tanzania,Savings Account,Dormant,TZS,0.0,0.0,Non-Performing,0.0,0.0,Poor (300-579),Partial KYC,+255717551544,2013-08-13,136,2023-10-22,30,Branch,6,Yes,No,Yes,Promoter
EGH-TZ-77176250,TZ6016615873,Carolyn Hewitt,Female,28,Microfinance,Equity Bank Tanzania Limited,Tanzania,TZ-BR008,Bank of Tanzania,Business Account,Active,TZS,11876.11,4.57,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+255779129745,2023-06-21,18,2023-11-17,73,Agent Banking,33,Yes,Yes,No,Passive
EGH-RW-77465674,RW9861501581,Benjamin Barnes,Male,38,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR026,National Bank of Rwanda,Current Account,Active,RWF,35381.77,27.01,No Loan,0.0,0.0,Good (670-739),Partial KYC,+250751970057,2023-07-06,17,2023-03-09,32,Agent Banking,38,Yes,Yes,Yes,Passive
EGH-CD-34997780,CD5238939419,Yvonne Myers,Female,20,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR017,Banque Centrale du Congo,Savings Account,Active,CDF,29903.82,10.68,No Loan,0.0,0.0,Good (670-739),Fully Verified,+243751590236,2016-01-29,107,2023-06-21,56,Mobile App (EazzyBanking),95,Yes,No,Yes,Promoter
EGH-CD-99262693,CD9580976930,Clifford Smart,Male,60,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR009,Banque Centrale du Congo,Current Account,Active,CDF,34458.66,12.31,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+243761768976,2011-01-30,167,2023-03-27,22,Mobile App (EazzyBanking),87,Yes,No,Yes,Detractor
EGH-ELAK-50758082,ELAK5894307427,Henry Jones,Male,52,Retail – Mass Market,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR036,Insurance Regulatory Authority,Savings Account,Active,KES,36903.58,284.97,Non-Performing,96416.34,744.53,Poor (300-579),Fully Verified,+254732017719,2018-01-07,83,2024-08-19,60,Agent Banking,49,No,Yes,Yes,Detractor
EGH-SS-57827242,SS4099269079,Elliot Williams,Male,47,Retail – Mass Market,Equity Bank South Sudan Limited,South Sudan,SS-BR034,Bank of South Sudan,Current Account,Active,SSP,0.0,0.0,Active Loan,0.0,0.0,Poor (300-579),Fully Verified,+211737892089,2020-07-28,53,2023-03-01,24,Mobile App (EazzyBanking),74,Yes,No,No,Passive
EGH-RW-77586171,RW2444763325,Ben Cook,Male,46,SME,Equity Bank Rwanda Limited,Rwanda,RW-BR040,National Bank of Rwanda,Savings Account,Active,RWF,4319553.58,3297.37,Fully Repaid,3574815.68,2728.87,Fair (580-669),Fully Verified,+250782578218,2014-11-09,121,2023-05-28,76,Mobile App (EazzyBanking),89,No,No,No,Promoter
EGH-UG-69399614,UG1936681646,Ashley Turner,Male,22,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR023,Bank of Uganda,Mobile Savings (EazzyBanking),Active,UGX,12373.96,3.26,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+256798910791,2010-05-14,175,2024-05-15,65,Mobile App (EazzyBanking),74,Yes,No,No,Promoter
EGH-KE-25505832,KE7360171134,Barry James,Male,45,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR018,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,10337.02,79.82,Active Loan,201530.32,1556.22,Very Good (740-799),Fully Verified,+254731015653,2022-08-25,28,2023-08-23,53,Mobile App (EazzyBanking),73,Yes,No,No,Promoter
EGH-KE-37223224,KE3948200034,Chloe Ward,Female,38,SME,Equity Bank Kenya Limited,Kenya,KE-BR018,Central Bank of Kenya,Fixed Deposit,Active,KES,5368790.24,41457.84,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254771661335,2010-01-15,179,2023-08-08,53,Mobile App (EazzyBanking),89,Yes,Yes,No,Passive
EGH-KE-42506704,KE4669592440,Norman Tucker,Male,38,SME,Equity Bank Kenya Limited,Kenya,KE-BR015,Central Bank of Kenya,Fixed Deposit,Dormant,KES,0.0,0.0,Active Loan,602484.51,4652.39,Good (670-739),Fully Verified,+254760862691,2013-01-23,143,2024-06-17,18,Agent Banking,39,Yes,Yes,No,Promoter
EGH-KE-74305535,KE9434877364,Derek Wilson,Male,52,Microfinance,Equity Bank Kenya Limited,Kenya,KE-BR017,Central Bank of Kenya,Current Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254700965256,2013-02-26,142,2023-12-24,28,Agent Banking,43,Yes,Yes,No,Promoter
EGH-UG-42970193,UG2798620303,Tracy Smith,Female,41,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR040,Bank of Uganda,Savings Account,Active,UGX,0.0,0.0,Fully Repaid,0.0,0.0,Poor (300-579),Fully Verified,+256765601737,2020-12-01,49,2024-11-20,70,Mobile App (EazzyBanking),93,Yes,No,No,Promoter
EGH-CD-76125015,CD4359474825,Raymond Hutchinson,Male,27,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR001,Banque Centrale du Congo,Mobile Savings (EazzyBanking),Active,CDF,47277.43,16.88,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+243713520670,2010-07-29,173,2024-09-25,60,Mobile App (EazzyBanking),82,Yes,No,No,Promoter
EGH-TZ-76465963,TZ9186086242,Jordan Adams,Male,56,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR028,Bank of Tanzania,Savings Account,Active,TZS,28996.04,11.15,No Loan,0.0,0.0,Very Good (740-799),Partial KYC,+255727609873,2019-06-02,67,2023-03-01,5,Agent Banking,38,Yes,Yes,Yes,Detractor
EGH-KE-45479944,KE9465355589,Sean Roberts,Male,34,NGO / Non-profit,Equity Bank Kenya Limited,Kenya,KE-BR043,Central Bank of Kenya,Fixed Deposit,Active,KES,0.0,0.0,Non-Performing,2626351.35,20280.71,Poor (300-579),Fully Verified,+254741349668,2024-11-06,1,2024-01-27,69,Agent Banking,48,No,Yes,No,Passive
EGH-RW-46282617,RW8224762929,Donna Bradley,Female,34,SME,Equity Bank Rwanda Limited,Rwanda,RW-BR015,National Bank of Rwanda,Savings Account,Active,RWF,2652737.99,2024.99,No Loan,0.0,0.0,Exceptional (800+),Fully Verified,+250727037803,2012-06-16,150,2023-02-11,61,Mobile App (EazzyBanking),92,No,No,Yes,Promoter
EGH-UG-90486429,UG4448307202,Amber Mason,Female,45,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR012,Bank of Uganda,Business Account,Active,UGX,0.0,0.0,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+256707783307,2012-06-22,150,2023-02-22,33,USSD (*247#),42,Yes,No,No,Promoter
EGH-TZ-60563703,TZ2129125342,Shaun Jones,Male,19,Retail – Affluent,Equity Bank Tanzania Limited,Tanzania,TZ-BR004,Bank of Tanzania,Mobile Savings (EazzyBanking),Active,TZS,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Partial KYC,+255778573731,2012-02-22,154,2023-04-14,69,Agent Banking,12,Yes,Yes,No,Promoter
EGH-CD-23456407,CD8104686922,Mitchell Hussain,Male,61,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR042,Banque Centrale du Congo,Current Account,Active,CDF,78131.11,27.9,No Loan,0.0,0.0,Fair (580-669),Partial KYC,+243711310465,2023-02-06,22,2023-04-24,46,Branch,24,Yes,No,No,Detractor
EGH-ELAK-74780427,ELAK8551342371,Barbara Higgins,Female,49,Retail – Affluent,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR020,Insurance Regulatory Authority,Mobile Savings (EazzyBanking),Active,KES,1803619.5,13927.56,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254749258546,2013-12-26,132,2024-07-30,44,Mobile App (EazzyBanking),86,Yes,Yes,Yes,Passive
EGH-CD-63061124,CD7433598134,Abigail Wall,Female,57,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR021,Banque Centrale du Congo,Current Account,Dormant,CDF,16.95,0.01,No Loan,0.0,0.0,Exceptional (800+),Partial KYC,+243747621918,2014-07-09,125,2023-04-02,44,Mobile App (EazzyBanking),76,Yes,Yes,No,Passive
EGH-KE-55804073,KE4036522142,Kimberley Mason,Female,48,Microfinance,Equity Bank Kenya Limited,Kenya,KE-BR012,Central Bank of Kenya,Current Account,Closed,KES,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Partial KYC,+254751892325,2020-07-31,53,2023-10-28,0,Equitel MVNO,64,Yes,No,No,Promoter
EGH-KE-75259378,KE6871834138,Marion Pearson,Female,42,SME,Equity Bank Kenya Limited,Kenya,KE-BR043,Central Bank of Kenya,Savings Account,Active,KES,4518649.24,34893.04,No Loan,0.0,0.0,Good (670-739),Partial KYC,+254781274332,2024-03-21,9,2023-12-20,54,Mobile App (EazzyBanking),81,Yes,No,No,Promoter
EGH-KE-91637768,KE7320447414,Maureen Bailey,Female,44,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR044,Central Bank of Kenya,Savings Account,Active,KES,12981.09,100.24,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254754835517,2014-03-08,129,2024-03-16,13,Branch,8,No,No,No,Promoter
EGH-RW-39739254,RW8986874359,Graham Edwards,Male,20,SME,Equity Bank Rwanda Limited,Rwanda,RW-BR016,National Bank of Rwanda,Current Account,Active,RWF,1131276.51,863.57,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+250731436121,2020-12-15,48,2024-05-06,73,Mobile App (EazzyBanking),74,No,Yes,No,Promoter
EGH-SS-47737088,SS2252385760,Kim Hill,Female,49,Retail – Affluent,Equity Bank South Sudan Limited,South Sudan,SS-BR034,Bank of South Sudan,Business Account,Active,SSP,1159016.38,891.55,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+211783353251,2014-11-24,121,2023-03-02,7,Mobile App (EazzyBanking),75,No,No,No,Promoter
EGH-TZ-27054563,TZ3374424626,Norman Moore,Male,74,Microfinance,Equity Bank Tanzania Limited,Tanzania,TZ-BR040,Bank of Tanzania,Fixed Deposit,Active,TZS,13255.85,5.1,No Loan,0.0,0.0,Good (670-739),Fully Verified,+255730831170,2022-05-18,31,2024-11-13,46,Branch,6,Yes,No,Yes,Passive
EGH-KE-68236461,KE4633287009,Charlie Phillips,Male,23,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR013,Central Bank of Kenya,Savings Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Partial KYC,+254730435308,2023-01-17,23,2024-04-27,8,USSD (*247#),43,Yes,Yes,No,Passive
EGH-RW-46244245,RW8304852535,Jay Harris,Male,18,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR022,National Bank of Rwanda,Business Account,Active,RWF,76052.79,58.06,Active Loan,31261.38,23.86,Good (670-739),Fully Verified,+250754223686,2013-01-29,143,2023-12-04,28,Mobile App (EazzyBanking),99,Yes,Yes,No,Passive
EGH-KE-40812618,KE9043311245,Marian Jackson,Female,50,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR002,Central Bank of Kenya,Savings Account,Suspended,KES,18172.32,140.33,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254782444018,2022-01-28,35,2023-10-13,14,Internet Banking,72,No,Yes,No,Passive
EGH-KE-72687094,KE3505724171,Dale Wilson,Male,64,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR015,Central Bank of Kenya,Savings Account,Dormant,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Pending Review,+254741984033,2016-10-21,98,2023-07-10,58,Mobile App (EazzyBanking),98,No,Yes,No,Passive
EGH-RW-46734099,RW5537295611,Daniel Hart,Male,53,SME,Equity Bank Rwanda Limited,Rwanda,RW-BR034,National Bank of Rwanda,Current Account,Active,RWF,0.0,0.0,Active Loan,2295096.42,1751.98,Exceptional (800+),Partial KYC,+250736547255,2022-01-06,35,2024-07-22,15,Agent Banking,44,No,Yes,Yes,Promoter
EGH-RW-51793109,RW6469411351,Charlie Davies,Male,40,SME,Equity Bank Rwanda Limited,Rwanda,RW-BR016,National Bank of Rwanda,Mobile Savings (EazzyBanking),Active,RWF,345718.53,263.91,No Loan,0.0,0.0,Good (670-739),Pending Review,+250745722926,2020-09-30,51,2024-12-19,75,Mobile App (EazzyBanking),74,Yes,No,No,Passive
EGH-TZ-49604509,TZ2489209657,Adrian Page,Male,62,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR023,Bank of Tanzania,Mobile Savings (EazzyBanking),Active,TZS,141.26,0.05,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+255742332257,2014-07-23,125,2024-04-25,6,Mobile App (EazzyBanking),79,No,No,Yes,Passive
EGH-KE-33268442,KE8131379152,Ellie Harvey,Female,46,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR017,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,0.0,0.0,Active Loan,94734.79,731.54,Poor (300-579),Fully Verified,+254710778791,2015-09-08,111,2023-09-29,76,Agent Banking,47,Yes,Yes,Yes,Passive
EGH-UG-21322631,UG5238113498,Leigh Holland,Male,69,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR003,Bank of Uganda,Mobile Savings (EazzyBanking),Active,UGX,37463.77,9.86,Active Loan,0.0,0.0,Fair (580-669),Fully Verified,+256738888088,2011-06-08,162,2023-05-30,50,Mobile App (EazzyBanking),96,Yes,No,No,Promoter
EGH-RW-84451040,RW9052113082,Christopher Brown,Male,54,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR001,National Bank of Rwanda,Savings Account,Active,RWF,45767.57,34.94,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+250737110615,2016-09-19,99,2023-02-13,47,Agent Banking,34,Yes,Yes,No,Promoter
EGH-CD-39239096,CD5935108351,Hayley Arnold,Female,57,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR028,Banque Centrale du Congo,Mobile Savings (EazzyBanking),Active,CDF,3600.38,1.29,Active Loan,155758.24,55.63,Poor (300-579),Partial KYC,+243743551665,2013-11-16,133,2024-12-14,36,Mobile App (EazzyBanking),72,Yes,No,No,Detractor
EGH-CD-70074092,CD8497565421,Ashleigh Harding,Female,20,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR047,Banque Centrale du Congo,Insurance Policy,Active,CDF,4632919.43,1654.61,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+243798449014,2020-10-23,50,2024-08-31,39,Mobile App (EazzyBanking),75,Yes,No,No,Promoter
EGH-TZ-21816544,TZ1441804203,Sharon West,Female,44,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR047,Bank of Tanzania,Savings Account,Closed,TZS,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+255768857014,2015-06-18,114,2024-04-25,0,USSD (*247#),40,Yes,Yes,No,Passive
EGH-KE-68996595,KE4949741938,Peter Turner,Male,69,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR013,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,23257.47,179.59,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+254794235001,2017-08-25,88,2023-07-18,28,Mobile App (EazzyBanking),80,No,No,No,Promoter
EGH-ELAK-75975940,ELAK4772262742,Kieran Thomas,Male,37,Retail – Mass Market,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR027,Insurance Regulatory Authority,Current Account,Active,KES,10196.81,78.74,Active Loan,0.0,0.0,Exceptional (800+),Fully Verified,+254751914191,2024-09-01,4,2023-10-13,47,Agent Banking,20,Yes,Yes,Yes,Detractor
EGH-KE-69661873,KE2745438579,Natasha Carter,Female,54,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR022,Central Bank of Kenya,Savings Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+254733852306,2020-07-19,53,2024-12-05,61,Mobile App (EazzyBanking),95,Yes,No,Yes,Passive
EGH-SS-37452939,SS6054738033,Bruce Burrows,Male,31,Retail – Mass Market,Equity Bank South Sudan Limited,South Sudan,SS-BR028,Bank of South Sudan,Savings Account,Active,SSP,15946.26,12.27,Active Loan,69088.91,53.15,Fair (580-669),Fully Verified,+211769307995,2011-06-18,162,2023-01-28,29,Agent Banking,15,Yes,Yes,No,Promoter
EGH-ELAK-11778980,ELAK7754523093,Kieran Savage,Male,56,Retail – Mass Market,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR009,Insurance Regulatory Authority,Business Account,Active,KES,27630.18,213.36,Active Loan,52417.9,404.77,Very Good (740-799),Partial KYC,+254723017976,2021-01-18,47,2023-08-24,52,Branch,35,No,No,Yes,Detractor
EGH-KE-89861698,KE5439847517,Jamie Brown,Male,30,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR041,Central Bank of Kenya,Current Account,Dormant,KES,19.14,0.15,Non-Performing,173558.95,1340.22,Poor (300-579),Partial KYC,+254710052026,2016-06-21,102,2023-05-18,40,Mobile App (EazzyBanking),77,Yes,No,No,Promoter
EGH-FSVK-39389215,FSVK8487596333,Susan Gordon,Female,61,Retail – Mass Market,Finserve Africa Limited,Kenya,FSVK-BR049,Communications Authority of Kenya,Fixed Deposit,Active,KES,72553.11,560.26,No Loan,0.0,0.0,Good (670-739),Partial KYC,+254783196880,2020-03-03,57,2024-07-15,49,Branch,25,No,No,No,Promoter
EGH-CD-82450557,CD3636816573,Jack Stewart,Male,73,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR030,Banque Centrale du Congo,Fixed Deposit,Active,CDF,6454.08,2.31,Active Loan,46611.33,16.65,Very Good (740-799),Pending Review,+243784737467,2020-11-13,49,2024-08-08,73,Mobile App (EazzyBanking),90,Yes,No,No,Promoter
EGH-KE-27802886,KE3685172384,Dominic Perkins,Male,38,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR047,Central Bank of Kenya,Savings Account,Dormant,KES,0.0,0.0,Fully Repaid,0.0,0.0,Exceptional (800+),Partial KYC,+254730111215,2010-10-31,170,2024-07-22,55,Mobile App (EazzyBanking),75,No,No,Yes,Promoter
EGH-RW-24616943,RW2501461909,Amber Gregory,Female,49,Microfinance,Equity Bank Rwanda Limited,Rwanda,RW-BR025,National Bank of Rwanda,Savings Account,Active,RWF,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+250769336697,2010-11-19,169,2024-07-05,78,Mobile App (EazzyBanking),92,Yes,No,Yes,Passive
EGH-KE-80033627,KE8057221059,Paul Robinson,Male,27,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR036,Central Bank of Kenya,Group / Chama Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+254762790239,2020-10-26,50,2024-12-06,3,ATM,61,Yes,Yes,No,Promoter
EGH-TZ-94575873,TZ2331964781,Gerard Davies,Male,67,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR020,Bank of Tanzania,Insurance Policy,Active,TZS,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+255784518850,2017-06-25,90,2024-12-11,11,USSD (*247#),56,Yes,Yes,No,Promoter
EGH-CD-87456735,CD2347902784,Simon Williams,Male,56,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR014,Banque Centrale du Congo,Mobile Savings (EazzyBanking),Active,CDF,85437.59,30.51,No Loan,0.0,0.0,Poor (300-579),Fully Verified,+243780463330,2016-04-26,104,2023-12-29,51,ATM,47,Yes,No,No,Promoter
EGH-UG-77612154,UG1063251783,Tina Chadwick,Female,20,Retail – Affluent,Equity Bank Uganda Limited,Uganda,UG-BR019,Bank of Uganda,Mobile Savings (EazzyBanking),Active,UGX,20109.73,5.29,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+256797371413,2022-06-21,30,2024-11-24,22,USSD (*247#),59,Yes,Yes,No,Promoter
EGH-KE-32201233,KE4494413861,Bradley Morgan,Male,55,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR040,Central Bank of Kenya,Fixed Deposit,Active,KES,18881.88,145.81,No Loan,0.0,0.0,Good (670-739),Partial KYC,+254733163746,2019-05-18,67,2024-04-08,56,Agent Banking,27,Yes,Yes,No,Passive
EGH-CD-92188944,CD4932132555,Jayne Jackson,Female,36,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR001,Banque Centrale du Congo,Savings Account,Active,CDF,2482212.63,886.5,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+243780442431,2024-07-22,5,2024-03-19,27,Agent Banking,38,Yes,Yes,No,Passive
EGH-KE-70106423,KE5060038267,Philip Sutton,Male,20,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR019,Central Bank of Kenya,Fixed Deposit,Active,KES,841589.97,6498.76,Active Loan,3803095.56,29367.53,Fair (580-669),Fully Verified,+254728004426,2016-07-11,101,2023-09-05,47,Branch,19,Yes,No,Yes,Promoter
EGH-KE-25494801,KE7895529040,Frank O'Connor,Male,34,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR015,Central Bank of Kenya,Savings Account,Active,KES,4272.47,32.99,No Loan,0.0,0.0,Fair (580-669),Partial KYC,+254701431482,2019-05-18,67,2023-02-10,10,Agent Banking,42,Yes,Yes,No,Promoter
EGH-CD-21642652,CD4732267822,Benjamin Naylor,Male,50,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR010,Banque Centrale du Congo,Savings Account,Active,CDF,0.0,0.0,Active Loan,161848.23,57.8,Fair (580-669),Partial KYC,+243732845626,2011-01-07,167,2023-09-16,47,Mobile App (EazzyBanking),92,Yes,Yes,No,Promoter
EGH-CD-88404559,CD1038352105,Craig Hargreaves,Male,44,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR024,Banque Centrale du Congo,Savings Account,Active,CDF,25389.05,9.07,Fully Repaid,171674.5,61.31,Exceptional (800+),Partial KYC,+243714360519,2024-01-18,11,2023-06-27,5,Mobile App (EazzyBanking),90,Yes,Yes,No,Passive
EGH-KE-78930313,KE6485020086,Stephen Williams,Male,42,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR030,Central Bank of Kenya,Group / Chama Account,Active,KES,77542.01,598.78,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254710173109,2015-02-14,118,2023-06-07,9,Mobile App (EazzyBanking),88,Yes,No,No,Passive
